SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19967,13,20,0
19951,27,21,1
19928,43,24,5
19901,54,34,11
19875,70,36,19
19838,87,55,20
19782,113,77,28
19708,149,103,40
19604,196,146,54
19490,262,175,73
19354,324,222,100
19178,406,274,142
18942,516,362,180
18670,639,465,226
18265,866,593,276
17782,1086,778,354
17144,1419,992,445
16365,1794,1259,582
15458,2197,1604,741
14411,2615,2007,967
13264,3040,2476,1220
11939,3503,2999,1559
10476,3927,3655,1942
8972,4275,4326,2427
7492,4519,4994,2995
6077,4690,5588,3645
4856,4583,6169,4392
3769,4351,6667,5213
2885,3999,7027,6089
2218,3545,7217,7020
1716,3056,7276,7952
1292,2636,7188,8884
1040,2231,6888,9841
814,1832,6587,10767
660,1467,6237,11636
567,1208,5840,12385
488,997,5411,13104
447,800,4956,13797
413,634,4498,14455
412,505,4090,14993
404,402,3658,15536
402,331,3296,15971
412,272,2979,16337
427,224,2647,16702
446,198,2332,17024
469,171,2079,17281
477,161,1847,17515
512,134,1678,17676
540,126,1456,17878
579,116,1297,18008
611,124,1154,18111
665,108,1030,18197
693,103,913,18291
745,90,807,18358
799,85,704,18412
848,80,603,18469
898,74,541,18487
958,59,499,18484
1013,54,430,18503
1071,53,371,18505
1110,60,340,18490
1155,53,304,18488
1203,48,269,18480
1255,44,251,18450
1320,40,216,18424
1364,44,193,18399
1414,44,170,18372
1465,48,158,18329
1519,42,147,18292
1572,43,133,18252
1622,39,123,18216
1683,36,118,18163
1722,41,110,18127
1776,36,104,18084
1841,34,93,18032
1900,26,91,17983
1960,22,86,17932
2015,22,77,17886
2067,22,76,17835
2119,20,69,17792
2190,19,66,17725
2237,15,59,17689
2298,16,50,17636
2354,20,47,17579
2410,19,50,17521
2459,22,38,17481
2520,16,43,17421
2571,19,39,17371
2634,19,37,17310
2674,20,39,17267
2724,16,39,17221
2779,15,36,17170
2827,16,35,17122
2874,15,31,17080
2919,15,34,17032
2974,13,23,16990
3010,11,25,16954
3070,12,23,16895
3117,14,21,16848
3170,10,20,16800
3212,10,18,16760
3265,10,19,16706
3307,10,20,16663
3345,12,20,16623
3385,14,21,16580
3439,9,23,16529
3503,8,22,16467
3559,8,20,16413
3610,12,16,16362
3646,12,17,16325
3708,10,19,16263
3760,9,22,16209
3796,12,23,16169
3833,12,22,16133
3889,12,26,16073
3946,9,26,16019
4009,9,19,15963
4067,7,19,15907
4110,8,20,15862
4147,10,18,15825
4186,12,19,15783
4231,10,21,15738
4268,12,19,15701
4314,10,19,15657
4350,14,17,15619
4399,13,15,15573
4430,12,19,15539
4463,11,25,15501
4503,15,25,15457
4559,13,26,15402
4608,15,25,15352
4660,13,26,15301
4708,14,26,15252
4748,19,21,15212
4787,14,28,15171
4823,13,26,15138
4865,16,23,15096
4906,20,22,15052
4959,16,27,14998
5002,17,25,14956
5042,13,26,14919
5076,12,27,14885
5106,19,23,14852
5147,15,30,14808
5176,10,35,14779
5214,17,28,14741
5250,15,30,14705
5285,18,30,14667
5323,23,30,14624
5372,21,34,14573
5394,27,32,14547
5427,24,37,14512
5457,30,38,14475
5491,31,41,14437
5516,32,46,14406
5553,30,43,14374
5563,40,45,14352
5598,36,50,14316
5639,33,52,14276
5665,36,52,14247
5693,32,56,14219
5717,35,63,14185
5745,39,64,14152
5774,41,65,14120
5803,43,73,14081
5830,41,75,14054
5845,47,80,14028
5861,59,84,13996
5888,63,92,13957
5908,65,99,13928
5923,58,110,13909
5944,63,112,13881
5968,70,113,13849
5982,83,117,13818
5992,88,125,13795
6010,94,136,13760
6021,99,143,13737
6040,109,150,13701
6042,123,156,13679
6031,129,166,13674
6028,135,184,13653
6027,137,201,13635
6028,136,222,13614
5999,151,228,13622
5973,169,243,13615
5956,174,269,13601
5944,197,273,13586
5926,208,291,13575
5893,208,316,13583
5867,227,332,13574
5848,235,351,13566
5804,262,384,13550
5775,265,404,13556
5716,289,439,13556
5644,313,456,13587
5558,323,506,13613
5498,334,532,13636
5413,371,558,13658
5343,380,580,13697
5262,427,592,13719
5175,423,641,13761
5069,428,676,13827
4976,438,729,13857
4895,464,759,13882
4819,463,794,13924
4720,463,836,13981
4608,512,846,14034
4535,517,865,14083
4425,541,857,14177
4320,538,904,14238
4224,543,937,14296
4114,542,980,14364
4004,579,974,14443
3917,536,1020,14527
3824,534,1029,14613
3740,537,1041,14682
3639,541,1076,14744
3540,538,1088,14834
3472,541,1078,14909
3406,515,1083,14996
3344,484,1098,15074
3270,473,1077,15180
3195,464,1058,15283
3135,453,1055,15357
3093,425,1042,15440
3039,436,1008,15517
2994,400,1012,15594
2937,396,1008,15659
2880,393,984,15743
2817,396,964,15823
2790,379,941,15890
2743,369,942,15946
2708,367,927,15998
2692,360,891,16057
2643,373,853,16131
2636,346,837,16181
2635,326,817,16222
2626,335,762,16277
2633,312,737,16318
2635,296,729,16340
2646,280,713,16361
2648,282,672,16398
2645,271,657,16427
2644,279,627,16450
2660,270,614,16456
2683,255,599,16463
2726,235,595,16444
2735,224,573,16468
2763,216,561,16460
2782,201,551,16466
2812,201,517,16470
2842,193,497,16468
2867,191,482,16460
2899,187,455,16459
2912,198,434,16456
2953,183,440,16424
2992,172,428,16408
3057,160,420,16363
3084,171,396,16349
3116,178,401,16305
3138,180,392,16290
3176,167,402,16255
3211,168,406,16215
3245,173,395,16187
3296,169,388,16147
3330,178,361,16131
3360,166,354,16120
3403,150,359,16088
3444,147,354,16055
3483,160,335,16022
3530,151,334,15985
3575,160,324,15941
3610,168,318,15904
3652,155,324,15869
3687,157,332,15824
3713,174,337,15776
3750,179,338,15733
3795,172,346,15687
3816,173,347,15664
3841,186,339,15634
3894,181,337,15588
3912,194,332,15562
3936,188,342,15534
3959,197,357,15487
3987,215,348,15450
3996,211,372,15421
4034,210,370,15386
4057,216,370,15357
4086,217,382,15315
4088,230,385,15297
4138,229,377,15256
4153,249,374,15224
4180,231,406,15183
4213,225,416,15146
4186,239,423,15152
4211,244,421,15124
4227,260,414,15099
4248,260,430,15062
4261,271,434,15034
4245,279,463,15013
4261,270,474,14995
4277,256,495,14972
4321,258,501,14920
4298,276,520,14906
4311,261,533,14895
4315,276,532,14877
4299,292,544,14865
4297,313,546,14844
4289,331,558,14822
4292,330,577,14801
4287,332,587,14794
4264,357,582,14797
4246,349,598,14807
4222,356,609,14813
4199,364,638,14799
4188,358,662,14792
4165,364,676,14795
4123,373,688,14816
4100,377,696,14827
4088,360,712,14840
4070,364,725,14841
4047,376,721,14856
4032,373,726,14869
4032,368,726,14874
4034,366,728,14872
4010,373,739,14878
3975,394,744,14887
3968,392,770,14870
3950,388,761,14901
3895,409,758,14938
3869,420,751,14960
3852,409,764,14975
3806,413,782,14999
3798,394,793,15015
3743,407,797,15053
3724,394,796,15086
3712,388,804,15096
3712,378,809,15101
3688,373,809,15130
3672,360,813,15155
3608,391,805,15196
3596,395,788,15221
3590,387,766,15257
3565,400,777,15258
3565,398,777,15260
3576,386,781,15257
3543,394,785,15278
3541,395,786,15278
3544,393,784,15279
3502,404,804,15290
3489,398,812,15301
3507,389,806,15298
3506,393,792,15309
3495,375,808,15322
3460,388,807,15345
3440,395,823,15342
3421,399,829,15351
3402,396,846,15356
3389,411,832,15368
3389,391,813,15407
3389,391,813,15407
3417,367,826,15390
3405,373,808,15414
3389,353,824,15434
3396,353,789,15462
3385,371,783,15461
3386,385,766,15463
3375,383,737,15505
3361,374,751,15514
3377,347,751,15525
3407,320,751,15522
3390,329,727,15554
3378,316,750,15556
3393,329,722,15556
3415,323,714,15548
3427,328,705,15540
3424,335,691,15550
3428,322,705,15545
3449,326,703,15522
3439,352,680,15529
3459,332,681,15528
3491,318,682,15509
3505,312,666,15517
3499,318,670,15513
3505,332,662,15501
3509,340,642,15509
3512,330,667,15491
3528,329,639,15504
3526,308,655,15511
3558,291,663,15488
3587,287,647,15479
3626,265,645,15464
3643,281,638,15438
3652,291,620,15437
3661,299,632,15408
3691,300,612,15397
3690,319,623,15368
3709,306,642,15343
3695,329,632,15344
3711,325,619,15345
3720,321,630,15329
3722,320,621,15337
3725,313,611,15351
3728,321,605,15346
3737,313,633,15317
3744,302,640,15314
3746,314,627,15313
3766,303,635,15296
3817,302,611,15270
3825,320,606,15249
3820,315,619,15246
3839,316,635,15210
3834,333,634,15199
3868,302,647,15183
3884,308,630,15178
3876,337,614,15173
3870,333,621,15176
3881,328,642,15149
3881,343,627,15149
3892,333,650,15125
3892,344,651,15113
3893,340,677,15090
3854,378,669,15099
3845,355,697,15103
3827,353,704,15116
3845,343,714,15098
3820,344,709,15127
3807,363,696,15134
3781,373,710,15136
3764,381,719,15136
3749,376,721,15154
3769,349,728,15154
3804,325,747,15124
3778,336,754,15132
3777,330,753,15140
3743,350,749,15158
3713,361,743,15183
3658,391,712,15239
3655,369,724,15252
3661,357,741,15241
3629,372,732,15267
3620,371,746,15263
3586,385,767,15262
3596,379,766,15259
3584,373,754,15289
3578,353,733,15336
3553,344,735,15368
3534,346,743,15377
3517,343,749,15391
3542,337,733,15388
3534,333,736,15397
3544,336,701,15419
3533,326,709,15432
3550,330,707,15413
3560,323,697,15420
3545,350,701,15404
3523,361,715,15401
3531,326,732,15411
3517,330,713,15440
3495,344,716,15445
3496,328,709,15467
3492,345,705,15458
3474,372,675,15479
3486,350,688,15476
3480,355,684,15481
3462,369,690,15479
3478,342,697,15483
3484,338,688,15490
3485,330,665,15520
3462,342,679,15517
3466,325,687,15522
3462,326,689,15523
3473,323,715,15489
3498,312,714,15476
3469,340,705,15486
3462,328,695,15515
3448,335,704,15513
3454,313,720,15513
3488,286,704,15522
3497,300,692,15511
3522,300,673,15505
3501,326,662,15511
3532,315,654,15499
3533,319,667,15481
3554,301,685,15460
3552,320,682,15446
3563,321,668,15448
3547,328,686,15439
3547,335,658,15460
3546,323,662,15469
3554,324,673,15449
3527,337,661,15475
3534,339,651,15476
3529,331,673,15467
3534,335,684,15447
3539,314,701,15446
3525,327,691,15457
3526,313,714,15447
3518,341,706,15435
3522,347,707,15424
3516,334,708,15442
3517,318,704,15461
3522,319,693,15466
3530,310,692,15468
3528,313,671,15488
3537,320,657,15486
3543,316,655,15486
3543,322,645,15490
3570,299,632,15499
3583,301,634,15482
3592,293,656,15459
3597,295,666,15442
3597,303,670,15430
3608,317,635,15440
3619,312,639,15430
3622,311,633,15434
3627,299,649,15425
3648,302,638,15412
3657,310,640,15393
3642,305,659,15394
3632,315,679,15374
3647,313,674,15366
3645,312,679,15364
3642,312,682,15364
3652,339,671,15338
3654,327,659,15360
3650,319,670,15361
3632,324,677,15367
3646,310,680,15364
3643,300,697,15360
3662,308,669,15361
3670,312,645,15373
3666,333,652,15349
3651,343,657,15349
3668,336,654,15342
3686,326,670,15318
3670,332,687,15311
3653,370,679,15298
3671,354,692,15283
3658,372,691,15279
3657,383,690,15270
3669,348,721,15262
3684,364,709,15243
3686,356,712,15246
3672,371,731,15226
3699,346,719,15236
3711,354,707,15228
3717,344,705,15234
3732,333,698,15237
3748,317,722,15213
3719,327,721,15233
3727,334,712,15227
3732,328,706,15234
3742,330,720,15208
3717,350,699,15234
3716,358,680,15246
3714,350,683,15253
3712,368,691,15229
3729,367,698,15206
3749,356,702,15193
3735,354,719,15192
3729,342,743,15186
3725,367,729,15179
3729,351,747,15173
3744,346,741,15169
3734,365,711,15190
3718,363,713,15206
3704,351,745,15200
3702,354,733,15211
3708,348,717,15227
3722,356,715,15207
3700,354,714,15232
3686,372,721,15221
3672,377,712,15239
3679,358,730,15233
3657,363,733,15247
3640,378,726,15256
3651,373,731,15245
3647,373,711,15269
3643,361,720,15276
3629,354,711,15306
3634,336,727,15303
3639,343,720,15298
3641,340,716,15303
3622,345,703,15330
3625,351,702,15322
3632,356,682,15330
3642,345,708,15305
3639,340,708,15313
3648,335,719,15298
3632,354,717,15297
