SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19962,18,20,0
19939,34,24,3
19914,48,33,5
19888,63,42,7
19848,86,54,12
19798,105,76,21
19733,142,90,35
19656,177,121,46
19559,224,157,60
19423,308,190,79
19249,405,249,97
19029,506,334,131
18751,653,429,167
18417,801,551,231
18039,959,705,297
17473,1251,881,395
16850,1546,1107,497
16023,1916,1415,646
15091,2327,1725,857
13942,2798,2169,1091
12667,3259,2692,1382
11349,3671,3245,1735
9927,4090,3796,2187
8416,4400,4504,2680
6982,4573,5160,3285
5627,4637,5753,3983
4422,4564,6297,4717
3478,4237,6774,5511
2669,3806,7113,6412
2043,3413,7223,7321
1546,2989,7185,8280
1164,2513,7127,9196
926,2052,6892,10130
731,1678,6545,11046
593,1401,6149,11857
484,1125,5734,12657
438,912,5288,13362
406,712,4839,14043
376,587,4403,14634
375,467,3965,15193
366,387,3601,15646
385,308,3236,16071
387,263,2921,16429
394,241,2574,16791
420,205,2315,17060
439,180,2077,17304
483,143,1877,17497
519,124,1670,17687
548,117,1494,17841
584,112,1334,17970
629,93,1186,18092
663,88,1058,18191
700,91,930,18279
743,76,803,18378
794,73,716,18417
841,65,641,18453
887,69,571,18473
931,60,513,18496
969,62,459,18510
1026,67,397,18510
1078,64,367,18491
1134,58,327,18481
1191,51,296,18462
1233,39,276,18452
1282,32,254,18432
1345,37,217,18401
1409,38,191,18362
1470,29,165,18336
1541,23,157,18279
1591,26,141,18242
1646,31,124,18199
1706,23,117,18154
1763,21,112,18104
1816,21,104,18059
1873,20,96,18011
1923,28,89,17960
1973,34,82,17911
2040,28,76,17856
2103,21,77,17799
2161,18,72,17749
2225,18,61,17696
2272,16,52,17660
2333,16,50,17601
2402,21,52,17525
2451,23,54,17472
2508,13,60,17419
2561,19,52,17368
2610,17,46,17327
2654,20,40,17286
2698,17,43,17242
2742,17,41,17200
2786,17,40,17157
2845,11,43,17101
2907,13,43,17037
2947,14,39,17000
3001,17,37,16945
3043,19,34,16904
3095,13,38,16854
3127,15,36,16822
3172,16,36,16776
3215,12,36,16737
3259,13,31,16697
3317,9,30,16644
3369,10,26,16595
3415,11,25,16549
3457,10,24,16509
3506,10,21,16463
3547,9,22,16422
3601,7,23,16369
3648,8,23,16321
3698,7,21,16274
3747,8,19,16226
3793,8,15,16184
3843,8,12,16137
3887,10,11,16092
3942,6,14,16038
3977,7,14,16002
4016,9,13,15962
4066,7,15,15912
4110,10,16,15864
4148,11,16,15825
4202,10,16,15772
4255,9,15,15721
4298,8,15,15679
4348,7,15,15630
4398,8,13,15581
4452,9,12,15527
4496,8,13,15483
4533,10,11,15446
4580,8,10,15402
4633,6,9,15352
4666,4,12,15318
4709,8,8,15275
4750,8,12,15230
4793,8,13,15186
4837,8,13,15142
4878,11,11,15100
4909,11,15,15065
4952,9,18,15021
4989,12,19,14980
5018,11,19,14952
5058,10,19,14913
5092,15,21,14872
5127,17,25,14831
5160,16,28,14796
5198,16,29,14757
5238,17,25,14720
5275,15,27,14683
5301,19,28,14652
5347,27,25,14601
5382,19,30,14569
5411,21,32,14536
5459,24,32,14485
5498,29,29,14444
5534,28,35,14403
5567,29,35,14369
5602,28,38,14332
5639,23,43,14295
5667,27,52,14254
5697,30,56,14217
5717,39,52,14192
5746,40,57,14157
5775,38,57,14130
5804,36,64,14096
5836,39,67,14058
5847,43,67,14043
5866,47,71,14016
5884,53,72,13991
5904,62,82,13952
5920,58,83,13939
5957,56,88,13899
5963,70,97,13870
5982,75,105,13838
6008,75,109,13808
6025,80,114,13781
6039,85,132,13744
6053,83,138,13726
6065,84,141,13710
6076,88,150,13686
6077,110,146,13667
6078,118,154,13650
6086,128,162,13624
6092,114,188,13606
6073,127,191,13609
6076,137,203,13584
6061,149,220,13570
6030,176,241,13553
6002,195,252,13551
5971,205,269,13555
5946,223,292,13539
5915,221,309,13555
5875,227,331,13567
5853,222,359,13566
5793,259,368,13580
5765,263,397,13575
5726,274,398,13602
5679,283,431,13607
5597,320,462,13621
5541,323,490,13646
5487,327,506,13680
5421,339,541,13699
5356,348,575,13721
5284,377,600,13739
5221,376,645,13758
5131,407,664,13798
5032,434,677,13857
4942,437,709,13912
4836,453,729,13982
4745,445,772,14038
4663,461,790,14086
4564,473,810,14153
4478,479,826,14217
4394,491,832,14283
4310,466,890,14334
4210,472,923,14395
4092,495,941,14472
4017,469,957,14557
3908,507,968,14617
3818,517,986,14679
3692,532,1013,14763
3612,519,1018,14851
3540,506,1006,14948
3474,505,987,15034
3423,470,986,15121
3339,474,973,15214
3257,506,951,15286
3200,473,967,15360
3148,447,965,15440
3083,452,952,15513
3033,440,956,15571
2978,435,963,15624
2937,425,968,15670
2895,426,962,15717
2844,417,937,15802
2807,389,963,15841
2782,382,952,15884
2763,352,929,15956
2724,357,894,16025
2710,353,866,16071
2708,333,834,16125
2712,329,811,16148
2691,335,809,16165
2678,332,792,16198
2686,324,780,16210
2690,317,747,16246
2679,320,726,16275
2688,316,712,16284
2687,278,719,16316
2708,249,715,16328
2703,258,692,16347
2707,248,677,16368
2719,261,647,16373
2731,256,634,16379
2756,246,617,16381
2785,232,595,16388
2801,232,585,16382
2828,219,571,16382
2857,219,564,16360
