SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19969,11,20,0
19952,26,19,3
19937,32,28,3
19924,37,28,11
19906,49,28,17
19884,57,36,23
19860,70,42,28
19827,80,59,34
19769,114,76,41
19685,164,102,49
19579,230,132,59
19467,292,165,76
19313,367,224,96
19111,463,298,128
18874,570,375,181
18508,769,495,228
18136,938,626,300
17645,1145,826,384
17013,1457,1028,502
16296,1761,1296,647
15414,2168,1595,823
14413,2531,2028,1028
13143,3075,2507,1275
11833,3502,3010,1655
10431,3945,3583,2041
8921,4358,4224,2497
7397,4636,4913,3054
6014,4715,5534,3737
4772,4646,6089,4493
3737,4358,6616,5289
2891,3965,6989,6155
2167,3600,7234,6999
1633,3174,7194,7999
1252,2677,7099,8972
990,2197,6900,9913
814,1779,6643,10764
648,1450,6225,11677
558,1180,5819,12443
497,929,5416,13158
453,747,4963,13837
435,591,4504,14470
400,514,3980,15106
407,431,3581,15581
425,360,3233,15982
431,317,2892,16360
452,251,2598,16699
472,214,2311,17003
494,195,2068,17243
532,165,1860,17443
561,147,1638,17654
608,124,1477,17791
657,116,1312,17915
681,110,1176,18033
710,106,1058,18126
730,116,924,18230
765,83,858,18294
820,84,748,18348
874,78,656,18392
912,80,584,18424
977,70,537,18416
1018,63,478,18441
1072,62,430,18436
1119,60,373,18448
1165,59,333,18443
1208,54,301,18437
1271,51,261,18417
1317,47,237,18399
1370,43,222,18365
1416,33,215,18336
1469,37,195,18299
1521,37,176,18266
1589,35,157,18219
1641,36,144,18179
1704,33,132,18131
1761,28,127,18084
1809,37,117,18037
1856,36,110,17998
1921,37,98,17944
1970,36,84,17910
2043,33,81,17843
2109,27,74,17790
2164,25,71,17740
2211,24,74,17691
2269,20,73,17638
2325,20,70,17585
2385,19,62,17534
2432,21,59,17488
2471,17,55,17457
2517,17,55,17411
2561,19,52,17368
2609,18,51,17322
2659,15,51,17275
2700,21,43,17236
2750,18,43,17189
2812,16,36,17136
2876,16,36,17072
2920,16,33,17031
2967,13,33,16987
3009,10,32,16949
3059,13,30,16898
3115,8,29,16848
3163,6,30,16801
3214,9,25,16752
3263,10,25,16702
3327,10,27,16636
3380,10,29,16581
3439,13,27,16521
3485,8,29,16478
3534,8,28,16430
3578,10,29,16383
3615,12,28,16345
3661,11,29,16299
3706,12,26,16256
3749,11,27,16213
3793,10,27,16170
3835,14,25,16126
3897,11,26,16066
3936,16,23,16025
3981,16,27,15976
4018,16,30,15936
4060,17,31,15892
4103,12,35,15850
4141,14,31,15814
4185,16,33,15766
4226,15,32,15727
4272,16,31,15681
4301,20,28,15651
4339,19,30,15612
4383,15,32,15570
4446,18,30,15506
4489,17,28,15466
4533,14,27,15426
4580,12,27,15381
4621,13,31,15335
4655,17,31,15297
4695,15,30,15260
4736,17,27,15220
4779,22,26,15173
4825,21,27,15127
4865,18,29,15088
4898,19,27,15056
4942,19,28,15011
4984,14,29,14973
5023,17,25,14935
5071,13,27,14889
5113,18,26,14843
5158,16,24,14802
5196,14,24,14766
5231,12,24,14733
5277,10,24,14689
5310,12,24,14654
5347,18,20,14615
5386,18,21,14575
5425,17,20,14538
5457,18,21,14504
5496,18,27,14459
5545,14,29,14412
5581,19,32,14368
5621,23,32,14324
5670,22,33,14275
5708,20,37,14235
5742,28,40,14190
5775,29,42,14154
5808,33,42,14117
5830,33,45,14092
5864,36,47,14053
5905,34,43,14018
5942,38,46,13974
5963,35,54,13948
5997,32,57,13914
6032,30,59,13879
6057,42,49,13852
6095,40,57,13808
6113,54,53,13780
6159,43,70,13728
6167,50,74,13709
6183,56,83,13678
6211,64,80,13645
6214,71,86,13629
6221,74,95,13610
6232,78,104,13586
6244,91,104,13561
6273,96,101,13530
6282,100,111,13507
6298,93,121,13488
6312,94,133,13461
6309,104,143,13444
6305,114,153,13428
6314,113,161,13412
6303,134,166,13397
6300,138,180,13382
6291,154,194,13361
6268,171,218,13343
6269,176,238,13317
6263,179,260,13298
6238,182,275,13305
6202,208,284,13306
6192,199,299,13310
6151,212,333,13304
6104,241,344,13311
6043,280,371,13306
5991,279,406,13324
5950,290,420,13340
5892,307,449,13352
5817,324,482,13377
5740,354,496,13410
5663,377,518,13442
5612,373,566,13449
5534,385,595,13486
5445,422,625,13508
5365,424,662,13549
5264,454,695,13587
5171,472,717,13640
5081,445,780,13694
4971,468,810,13751
4868,496,805,13831
4754,540,813,13893
4624,561,848,13967
4515,556,887,14042
4413,554,922,14111
4313,556,935,14196
4215,540,979,14266
4097,549,1015,14339
3969,570,1039,14422
3850,594,1061,14495
3777,585,1067,14571
3678,589,1062,14671
3588,559,1101,14752
3475,566,1111,14848
3398,561,1126,14915
3315,545,1137,15003
3233,543,1131,15093
3149,529,1142,15180
3082,525,1122,15271
2998,503,1135,15364
2924,497,1137,15442
2846,477,1130,15547
2789,464,1090,15657
2750,437,1080,15733
2735,429,1038,15798
2699,414,999,15888
2671,392,962,15975
2643,375,947,16035
2615,363,936,16086
2604,354,887,16155
2615,333,845,16207
2631,312,821,16236
2619,306,791,16284
2611,293,791,16305
2618,273,789,16320
2613,283,764,16340
2627,290,738,16345
2634,289,728,16349
2636,299,698,16367
2661,280,680,16379
2672,272,658,16398
2706,269,628,16397
2710,267,628,16395
2714,260,611,16415
2726,251,606,16417
2739,247,575,16439
2746,257,554,16443
2787,243,547,16423
2821,237,549,16393
2839,228,535,16398
2855,220,526,16399
2911,211,507,16371
2926,209,514,16351
2922,217,506,16355
2952,214,500,16334
2992,211,495,16302
2997,207,491,16305
3026,192,492,16290
3062,169,484,16285
3111,178,459,16252
3128,190,443,16239
3143,198,438,16221
3168,203,422,16207
3213,202,416,16169
3242,197,419,16142
3258,185,428,16129
3319,184,423,16074
3344,184,415,16057
3362,185,395,16058
3401,195,383,16021
3421,208,387,15984
3450,191,401,15958
3483,184,397,15936
3528,176,401,15895
3562,179,392,15867
3582,183,384,15851
3612,180,382,15826
3633,179,383,15805
3660,179,382,15779
3710,178,380,15732
3744,177,393,15686
3766,183,393,15658
3817,172,399,15612
3834,179,387,15600
3897,180,374,15549
3940,180,358,15522
3982,200,354,15464
4016,196,353,15435
4033,205,360,15402
4064,193,381,15362
4067,200,391,15342
4098,204,372,15326
4140,197,385,15278
4190,196,368,15246
4225,196,369,15210
4233,201,373,15193
4264,214,374,15148
4302,203,389,15106
4326,203,390,15081
4360,206,387,15047
4383,210,403,15004
4410,216,421,14953
4406,234,420,14940
4438,230,431,14901
4433,250,439,14878
4438,249,453,14860
4435,263,450,14852
4427,284,472,14817
4391,310,491,14808
4379,320,527,14774
4381,312,521,14786
4381,297,548,14774
4345,310,567,14778
4342,321,554,14783
4345,336,566,14753
4329,315,578,14778
4327,318,595,14760
4312,347,603,14738
4304,353,614,14729
4297,362,634,14707
4288,359,643,14710
4273,385,619,14723
4253,382,630,14735
4239,388,641,14732
4220,384,651,14745
4234,354,673,14739
4215,369,668,14748
4207,361,701,14731
4171,390,702,14737
4117,406,727,14750
4083,395,751,14771
4030,415,761,14794
3987,431,790,14792
3948,429,830,14793
3925,431,851,14793
3876,416,875,14833
3835,453,873,14839
3809,471,868,14852
3767,476,860,14897
3699,497,868,14936
3653,500,889,14958
3628,478,906,14988
3586,465,921,15028
3582,444,923,15051
3582,433,916,15069
3532,462,933,15073
3498,447,937,15118
3440,458,943,15159
3405,463,943,15189
3387,472,940,15201
3339,479,930,15252
3303,467,948,15282
3261,444,950,15345
3236,441,915,15408
3214,418,926,15442
3205,402,934,15459
3176,397,942,15485
3154,412,919,15515
3118,407,886,15589
3114,411,869,15606
3095,430,848,15627
3118,374,856,15652
3149,340,867,15644
3174,340,847,15639
3184,338,811,15667
3195,323,811,15671
3185,359,771,15685
3183,341,778,15698
3197,316,777,15710
3196,322,744,15738
3208,325,717,15750
3225,309,724,15742
3228,337,682,15753
3243,326,679,15752
3230,333,668,15769
3248,317,688,15747
3249,332,685,15734
3253,347,678,15722
3282,336,692,15690
3298,328,686,15688
3326,326,681,15667
3342,324,684,15650
3371,329,650,15650
3396,317,663,15624
3405,323,656,15616
3409,331,654,15606
3416,333,651,15600
3436,324,658,15582
3451,321,655,15573
3448,323,663,15566
3452,338,666,15544
3442,356,676,15526
3452,349,658,15541
3457,325,669,15549
3450,348,670,15532
3460,340,678,15522
3460,328,685,15527
3471,319,697,15513
3484,318,670,15528
3497,312,658,15533
3506,303,668,15523
3521,277,664,15538
3534,291,656,15519
3528,300,638,15534
3543,313,604,15540
3562,307,620,15511
3583,296,621,15500
3600,302,617,15481
3616,274,614,15496
3639,290,596,15475
3652,291,583,15474
3659,288,576,15477
3669,269,600,15462
3708,285,562,15445
3692,285,577,15446
3699,291,583,15427
3722,301,580,15397
3741,292,587,15380
3762,306,590,15342
3785,310,578,15327
3794,325,569,15312
3826,300,576,15298
3836,291,585,15288
3823,322,596,15259
3840,300,596,15264
3830,330,585,15255
3834,316,592,15258
3844,301,611,15244
3849,288,630,15233
3862,315,619,15204
3870,312,627,15191
3852,323,619,15206
3865,310,614,15211
3868,329,616,15187
3885,326,616,15173
3882,324,622,15172
3881,314,650,15155
