SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19969,11,20,0
19951,28,16,5
19933,40,21,6
19915,45,32,8
19882,65,42,11
19852,76,53,19
19803,100,66,31
19744,137,77,42
19677,173,97,53
19593,214,125,68
19486,261,170,83
19339,315,238,108
19118,436,314,132
18866,580,375,179
18538,726,496,240
18136,912,652,300
17590,1229,789,392
16960,1495,1050,495
16188,1868,1315,629
15197,2322,1692,789
14105,2740,2116,1039
12851,3239,2598,1312
11517,3649,3196,1638
10052,4110,3780,2058
8584,4384,4471,2561
7133,4560,5121,3186
5762,4673,5730,3835
4580,4526,6294,4600
3552,4276,6704,5468
2757,3906,6955,6382
2120,3396,7195,7289
1603,2961,7214,8222
1242,2523,7048,9187
953,2156,6747,10144
758,1799,6427,11016
622,1448,6115,11815
519,1157,5738,12586
468,919,5284,13329
405,741,4890,13964
380,604,4428,14588
366,483,4032,15119
371,378,3615,15636
370,314,3248,16068
391,260,2874,16475
406,213,2602,16779
436,177,2310,17077
453,170,2049,17328
485,161,1804,17550
517,153,1604,17726
536,136,1455,17873
570,121,1276,18033
620,109,1121,18150
664,99,988,18249
714,101,892,18293
768,88,799,18345
808,82,712,18398
850,74,642,18434
897,81,566,18456
943,67,508,18482
1003,66,452,18479
1055,62,413,18470
1104,58,357,18481
1160,55,321,18464
1217,57,285,18441
1253,52,265,18430
1292,54,228,18426
1343,48,206,18403
1414,44,184,18358
1485,34,178,18303
1544,30,171,18255
1589,36,149,18226
1642,38,135,18185
1697,37,120,18146
1753,38,108,18101
1805,32,100,18063
1864,26,98,18012
1912,25,86,17977
1967,20,83,17930
2022,20,73,17885
2074,15,64,17847
2123,16,62,17799
2166,11,60,17763
2219,17,52,17712
2272,16,47,17665
2327,11,42,17620
2388,14,35,17563
2437,14,27,17522
2487,12,27,17474
2549,8,29,17414
2608,7,29,17356
2663,12,27,17298
2712,13,23,17252
2765,13,27,17195
2825,9,29,17137
2891,8,31,17070
2932,9,31,17028
2986,6,27,16981
3031,5,25,16939
3088,4,25,16883
3137,8,23,16832
3185,9,23,16783
3221,12,19,16748
3276,11,20,16693
3316,6,23,16655
3354,11,21,16614
3410,12,20,16558
3455,12,17,16516
3498,13,19,16470
3544,13,19,16424
3589,11,17,16383
3633,12,11,16344
3689,10,11,16290
3752,9,10,16229
3802,8,12,16178
3854,8,11,16127
3887,10,12,16091
3924,9,12,16055
3966,5,14,16015
4017,7,14,15962
4071,4,15,15910
4116,8,10,15866
4166,5,12,15817
4212,2,14,15772
4266,2,11,15721
4297,2,11,15690
4331,0,10,15659
4372,1,9,15618
4420,1,8,15571
4468,2,9,15521
4504,2,7,15487
4555,2,8,15435
4591,3,7,15399
4627,4,8,15361
4651,4,11,15334
4691,4,12,15293
4734,5,10,15251
4782,7,10,15201
4819,7,11,15163
