SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19967,13,20,0
19947,28,19,6
19929,38,24,9
19914,40,34,12
19891,54,39,16
19849,82,51,18
19807,100,65,28
19759,121,84,36
19677,176,97,50
19590,209,132,69
19454,288,166,92
19313,342,237,108
19101,466,297,136
18846,609,376,169
18548,766,469,217
18095,1010,611,284
17595,1231,806,368
16973,1492,1065,470
16212,1838,1349,601
15251,2284,1705,760
14158,2755,2080,1007
12964,3192,2574,1270
11611,3688,3102,1599
10203,4082,3720,1995
8711,4441,4361,2487
7231,4678,5049,3042
5891,4706,5703,3700
4616,4702,6230,4452
3596,4404,6719,5281
2742,3958,7167,6133
2046,3552,7322,7080
1576,3021,7356,8047
1221,2568,7183,9028
956,2095,6944,10005
798,1712,6610,10880
658,1393,6204,11745
529,1129,5772,12570
489,864,5343,13304
454,707,4878,13961
424,583,4434,14559
424,477,3991,15108
427,391,3576,15606
437,329,3215,16019
439,278,2880,16403
459,236,2583,16722
484,203,2286,17027
500,171,2032,17297
535,141,1806,17518
567,130,1606,17697
594,127,1435,17844
626,121,1261,17992
665,106,1139,18090
704,103,1020,18173
767,95,902,18236
816,99,795,18290
863,94,735,18308
911,82,661,18346
950,81,591,18378
995,84,529,18392
1054,70,481,18395
1097,65,438,18400
1135,64,404,18397
1185,63,369,18383
1241,58,328,18373
1314,54,299,18333
1365,54,274,18307
1415,55,250,18280
1472,54,225,18249
1528,48,201,18223
1582,53,181,18184
1643,50,170,18137
1694,51,157,18098
1732,45,151,18072
1793,42,143,18022
1842,40,145,17973
1872,49,134,17945
1924,47,124,17905
1977,43,123,17857
2033,41,114,17812
2093,39,103,17765
2137,32,100,17731
2197,31,91,17681
2265,26,84,17625
2321,25,75,17579
2374,19,73,17534
2434,22,71,17473
2483,21,67,17429
2526,19,61,17394
2581,19,60,17340
2625,21,56,17298
2684,22,50,17244
2740,21,53,17186
2788,16,52,17144
2835,17,52,17096
2875,17,52,17056
2922,19,49,17010
2960,20,43,16977
3005,17,45,16933
3053,19,41,16887
3105,16,41,16838
3158,17,36,16789
3208,14,35,16743
3264,19,31,16686
3318,19,29,16634
3362,21,28,16589
3403,18,27,16552
3450,15,31,16504
3483,20,26,16471
3535,18,29,16418
3567,18,30,16385
3600,20,25,16355
3638,19,27,16316
3683,18,30,16269
3724,15,33,16228
3760,19,36,16185
3808,20,37,16135
3854,18,37,16091
3893,16,44,16047
3935,13,46,16006
3987,15,39,15959
4029,19,34,15918
4069,20,36,15875
4103,23,30,15844
4160,22,31,15787
4208,23,33,15736
4247,23,35,15695
4295,22,36,15647
4336,23,41,15600
4378,23,41,15558
4421,23,36,15520
4476,26,35,15463
4515,27,32,15426
4555,25,37,15383
4587,23,42,15348
4631,26,43,15300
4665,32,44,15259
4706,28,49,15217
4761,28,47,15164
4793,31,42,15134
4827,31,43,15099
4867,30,50,15053
4893,30,51,15026
4928,27,58,14987
4976,28,56,14940
5006,30,58,14906
5048,28,65,14859
5068,36,63,14833
5107,31,64,14798
5123,32,68,14777
5153,37,67,14743
5179,38,65,14718
5208,42,70,14680
5234,37,79,14650
5252,44,77,14627
5267,53,74,14606
5287,57,78,14578
5311,62,81,14546
5340,63,92,14505
5368,61,104,14467
5399,53,108,14440
5426,59,105,14410
5442,55,111,14392
