SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19968,12,20,0
19955,24,21,0
19941,29,29,1
19913,46,38,3
19868,83,37,12
19844,85,54,17
19808,97,72,23
19764,120,84,32
19682,167,107,44
19576,224,143,57
19457,271,194,78
19255,401,240,104
19042,492,329,137
18761,623,433,183
18433,791,533,243
17987,1000,704,309
17384,1308,903,405
16698,1637,1140,525
15832,2035,1454,679
14765,2529,1865,841
13573,3039,2308,1080
12274,3516,2802,1408
10853,3917,3466,1764
9329,4329,4138,2204
7812,4647,4810,2731
6359,4803,5477,3361
5024,4808,6104,4064
3936,4547,6670,4847
3033,4160,7028,5779
2318,3718,7287,6677
1763,3219,7355,7663
1345,2808,7220,8627
1023,2347,7002,9628
786,1914,6741,10559
648,1580,6307,11465
529,1276,5917,12278
450,1040,5511,12999
398,836,5080,13686
382,684,4577,14357
376,541,4178,14905
384,438,3761,15417
372,359,3411,15858
378,309,3019,16294
394,260,2690,16656
404,216,2419,16961
435,183,2166,17216
465,158,1930,17447
508,130,1725,17637
555,130,1500,17815
584,123,1343,17950
618,107,1220,18055
655,109,1067,18169
692,112,944,18252
735,98,841,18326
786,85,749,18380
831,89,659,18421
888,81,571,18460
948,71,510,18471
999,67,469,18465
1055,58,433,18454
1118,47,387,18448
1176,54,341,18429
1217,48,314,18421
1266,56,281,18397
1317,54,260,18369
1365,44,238,18353
1426,43,224,18307
1475,40,210,18275
1544,39,191,18226
1598,39,172,18191
1659,35,158,18148
1715,31,148,18106
1754,26,148,18072
1809,28,125,18038
1863,26,109,18002
1918,23,106,17953
1978,20,98,17904
2026,21,89,17864
2082,26,81,17811
2149,17,80,17754
2203,18,73,17706
2238,19,66,17677
2304,16,68,17612
2347,15,63,17575
2409,16,57,17518
2453,19,56,17472
2519,22,54,17405
2564,18,55,17363
2613,14,49,17324
2647,21,44,17288
2691,19,42,17248
2742,23,38,17197
2789,22,33,17156
2841,22,29,17108
2899,22,26,17053
2939,22,28,17011
2998,19,33,16950
3038,19,37,16906
3098,13,39,16850
3142,17,36,16805
3177,15,34,16774
3230,15,37,16718
3278,14,33,16675
3323,15,28,16634
3365,14,33,16588
3404,17,34,16545
3446,20,34,16500
3482,17,37,16464
3524,15,37,16424
3558,16,36,16390
3600,16,39,16345
3652,14,39,16295
3704,19,34,16243
3753,16,35,16196
3798,15,36,16151
3838,18,38,16106
3878,11,40,16071
3921,14,39,16026
3947,18,36,15999
3983,21,39,15957
