SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19956,24,20,0
19943,32,23,2
19916,51,29,4
19896,56,41,7
19854,88,45,13
19820,106,57,17
19772,121,84,23
19686,173,110,31
19571,231,155,43
19423,311,200,66
19257,398,255,90
19026,523,332,119
18742,665,428,165
18386,825,574,215
17943,1034,735,288
17344,1328,945,383
16631,1669,1191,509
15775,2057,1508,660
14761,2480,1884,875
13545,2961,2367,1127
12328,3378,2852,1442
11006,3783,3384,1827
9541,4189,4008,2262
8038,4543,4571,2848
6665,4630,5265,3440
5383,4607,5887,4123
4282,4473,6365,4880
3365,4111,6788,5736
2536,3786,7072,6606
1949,3305,7218,7528
1464,2883,7174,8479
1089,2390,7086,9435
812,2047,6799,10342
650,1653,6426,11271
527,1290,6027,12156
430,1020,5558,12992
412,794,5088,13706
389,665,4636,14310
367,552,4223,14858
362,436,3812,15390
355,356,3412,15877
371,292,3057,16280
403,253,2732,16612
422,223,2421,16934
445,202,2123,17230
482,174,1909,17435
518,153,1705,17624
542,131,1517,17810
567,129,1356,17948
606,125,1210,18059
648,118,1076,18158
685,109,975,18231
705,104,850,18341
763,94,750,18393
813,78,675,18434
857,73,600,18470
911,63,527,18499
956,61,476,18507
997,55,428,18520
1052,50,369,18529
1106,44,340,18510
1165,44,299,18492
1215,48,268,18469
1273,45,235,18447
1316,47,210,18427
1380,46,184,18390
1451,36,171,18342
1502,35,164,18299
1567,31,149,18253
1623,31,132,18214
1678,33,119,18170
1745,32,105,18118
1801,35,94,18070
1863,33,86,18018
1914,30,78,17978
1974,30,68,17928
2024,28,72,17876
2073,28,67,17832
2124,25,59,17792
2188,24,62,17726
2236,22,58,17684
2279,22,51,17648
2324,17,57,17602
2385,17,55,17543
2439,14,55,17492
2496,14,51,17439
2537,15,43,17405
2591,18,41,17350
2641,17,41,17301
2688,15,37,17260
2730,15,38,17217
2779,18,34,17169
2822,15,32,17131
2882,18,31,17069
2935,17,35,17013
2993,17,34,16956
3033,18,31,16918
3073,15,35,16877
3135,20,30,16815
3193,16,32,16759
3236,15,34,16715
3288,13,35,16664
3337,13,35,16615
3375,14,37,16574
3422,18,40,16520
3461,20,41,16478
3504,22,41,16433
3545,27,42,16386
3597,17,42,16344
3630,20,44,16306
3674,17,47,16262
3735,18,44,16203
3784,13,44,16159
3820,18,43,16119
3869,12,49,16070
3906,20,45,16029
3938,22,45,15995
