SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19964,16,20,0
19951,27,20,2
19935,31,30,4
19912,43,38,7
19888,56,45,11
19854,72,59,15
19807,98,74,21
19743,144,77,36
19671,174,106,49
19580,214,143,63
19446,282,190,82
19271,383,234,112
19065,486,303,146
18826,597,396,181
18523,729,518,230
18070,981,649,300
17552,1231,828,389
16935,1497,1074,494
16169,1815,1385,631
15231,2246,1703,820
14176,2657,2100,1067
12951,3140,2567,1342
11569,3597,3168,1666
10085,4025,3816,2074
8596,4345,4489,2570
7059,4694,5082,3165
5716,4759,5693,3832
4464,4716,6211,4609
3457,4376,6786,5381
2614,4026,7086,6274
2014,3509,7291,7186
1537,2981,7316,8166
1139,2593,7142,9126
899,2144,6884,10073
704,1776,6537,10983
598,1418,6168,11816
506,1131,5725,12638
427,889,5325,13359
403,711,4829,14057
390,584,4358,14668
393,465,3956,15186
406,375,3556,15663
399,318,3208,16075
412,257,2868,16463
422,220,2550,16808
429,199,2265,17107
420,191,2011,17378
447,156,1818,17579
487,141,1598,17774
505,136,1421,17938
543,113,1254,18090
602,92,1109,18197
630,91,1011,18268
683,88,882,18347
723,94,799,18384
776,74,705,18445
834,69,621,18476
885,72,551,18492
928,72,497,18503
972,59,456,18513
1027,49,418,18506
1077,47,372,18504
1134,39,338,18489
1175,40,312,18473
1232,41,280,18447
1286,38,258,18418
1340,30,233,18397
1399,30,213,18358
1448,41,188,18323
1511,31,173,18285
1559,29,159,18253
1619,28,149,18204
1676,24,130,18170
1739,21,116,18124
1786,22,104,18088
1849,20,92,18039
1904,18,81,17997
1961,21,73,17945
2026,19,65,17890
2088,20,57,17835
2149,16,49,17786
2203,18,45,17734
2260,18,40,17682
2309,13,38,17640
2380,8,34,17578
2438,14,28,17520
2481,10,30,17479
2527,11,27,17435
2585,10,22,17383
2634,9,22,17335
2676,9,20,17295
2721,6,21,17252
2779,9,21,17191
2828,10,18,17144
2903,2,23,17072
2941,4,19,17036
2987,4,18,16991
3026,4,18,16952
3081,3,17,16899
3117,3,15,16865
3160,4,11,16825
3208,7,10,16775
3262,7,8,16723
3324,5,9,16662
3372,5,8,16615
3425,6,6,16563
3476,5,6,16513
3523,3,7,16467
3573,4,6,16417
3614,3,7,16376
3666,4,6,16324
3710,6,6,16278
3765,5,6,16224
3816,4,7,16173
3861,5,8,16126
3901,6,9,16084
3944,4,12,16040
3985,2,13,16000
4031,4,10,15955
4073,5,10,15912
4126,4,9,15861
4156,5,10,15829
4184,6,9,15801
4222,6,10,15762
4260,3,9,15728
4293,3,8,15696
4330,1,8,15661
4365,2,6,15627
4420,2,6,15572
4459,4,5,15532
4495,4,5,15496
4551,5,5,15439
4594,5,5,15396
4639,4,7,15350
4684,2,8,15306
4722,4,8,15266
4767,3,8,15222
4799,4,8,15189
4833,7,8,15152
4889,7,5,15099
4934,6,6,15054
4969,8,8,15015
5008,7,11,14974
5042,7,13,14938
5093,7,9,14891
5131,5,12,14852
5175,7,11,14807
5217,5,14,14764
5252,7,13,14728
5287,4,16,14693
5316,8,14,14662
5358,8,13,14621
5398,8,16,14578
5433,5,16,14546
5466,12,15,14507
5502,13,17,14468
5533,12,19,14436
5570,13,20,14397
5612,13,18,14357
5657,11,23,14309
5700,15,23,14262
5729,17,21,14233
5762,21,22,14195
5800,22,26,14152
5836,17,32,14115
5877,20,33,14070
5897,20,36,14047
5925,24,37,14014
5947,33,39,13981
5982,33,46,13939
6004,31,56,13909
6033,32,58,13877
6057,36,65,13842
6078,39,65,13818
6105,39,68,13788
6122,41,76,13761
6137,46,66,13751
6158,48,68,13726
6173,52,76,13699
6201,57,76,13666
6223,56,85,13636
6236,61,93,13610
6264,61,96,13579
6272,75,109,13544
6289,80,115,13516
6308,81,119,13492
6306,94,126,13474
6312,101,135,13452
6308,109,153,13430
6303,136,153,13408
6299,135,180,13386
6272,158,186,13384
6275,157,192,13376
6246,163,213,13378
6243,177,222,13358
6218,187,241,13354
6212,169,271,13348
6176,194,285,13345
6137,219,298,13346
6122,219,320,13339
6088,246,322,13344
6056,262,350,13332
6022,253,390,13335
5994,258,409,13339
5947,280,416,13357
5891,298,439,13372
5841,318,450,13391
5771,327,484,13418
5710,335,496,13459
5628,365,528,13479
5548,384,562,13506
5480,387,587,13546
5383,405,616,13596
5308,392,674,13626
5235,404,687,13674
5144,424,699,13733
5016,469,717,13798
4911,489,747,13853
4817,465,813,13905
4714,488,835,13963
4615,497,863,14025
4552,480,874,14094
4434,506,902,14158
4332,528,899,14241
4254,520,914,14312
4140,536,941,14383
4047,524,985,14444
3943,506,1010,14541
3861,513,1019,14607
3762,525,1031,14682
3673,498,1040,14789
3584,513,1049,14854
3510,489,1063,14938
3420,532,1043,15005
3344,514,1050,15092
3257,520,1037,15186
3187,521,1019,15273
3121,510,1034,15335
3058,500,1019,15423
2991,478,1049,15482
2933,444,1057,15566
2882,436,1030,15652
2835,421,1024,15720
2808,389,1031,15772
2764,388,986,15862
2747,383,927,15943
2718,375,899,16008
2710,342,904,16044
