SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19960,20,20,0
19941,32,23,4
19920,44,30,6
19891,63,37,9
19859,76,50,15
19817,96,65,22
19761,126,79,34
19697,151,107,45
19614,200,128,58
19499,256,168,77
19356,322,226,96
19167,434,269,130
18921,533,386,160
18610,698,478,214
18213,904,598,285
17724,1142,764,370
17120,1452,966,462
16377,1807,1216,600
15519,2143,1578,760
14453,2626,1980,941
13199,3125,2498,1178
11872,3586,3044,1498
10332,4121,3641,1906
8828,4455,4325,2392
7333,4694,5009,2964
5942,4709,5683,3666
4709,4673,6252,4366
3686,4432,6713,5169
2854,4042,7035,6069
2146,3612,7239,7003
1626,3147,7267,7960
1243,2711,7112,8934
980,2233,6915,9872
780,1868,6614,10738
637,1504,6225,11634
563,1172,5838,12427
482,927,5410,13181
406,807,4974,13813
391,640,4584,14385
396,490,4147,14967
384,402,3730,15484
397,319,3373,15911
397,263,3012,16328
414,231,2695,16660
427,184,2430,16959
447,154,2158,17241
465,148,1930,17457
497,144,1715,17644
538,143,1522,17797
573,141,1325,17961
627,131,1178,18064
668,112,1050,18170
709,93,949,18249
755,75,849,18321
819,63,752,18366
857,65,654,18424
906,62,587,18445
951,70,518,18461
991,67,469,18473
1050,59,414,18477
1103,53,369,18475
1150,49,335,18466
1236,36,315,18413
1291,30,295,18384
1338,37,275,18350
1391,39,238,18332
1450,33,218,18299
1497,41,198,18264
1553,42,183,18222
1606,38,166,18190
1660,33,151,18156
1707,30,143,18120
1763,31,134,18072
1820,35,113,18032
1878,25,112,17985
1943,24,97,17936
2001,27,88,17884
2040,33,78,17849
2095,32,76,17797
2141,30,78,17751
2187,31,74,17708
2244,28,83,17645
2300,24,86,17590
2347,25,78,17550
2393,26,77,17504
2439,24,75,17462
2484,24,64,17428
2519,21,66,17394
2569,21,60,17350
2617,22,60,17301
2681,25,53,17241
2735,24,50,17191
2778,20,51,17151
2826,21,48,17105
2877,20,43,17060
2934,26,38,17002
2991,28,36,16945
3026,27,35,16912
3087,26,37,16850
3134,22,41,16803
3181,15,45,16759
3227,11,38,16724
3271,13,34,16682
3313,9,37,16641
3360,13,35,16592
3405,10,35,16550
3468,11,34,16487
3515,12,33,16440
3550,15,31,16404
3604,19,27,16350
3652,18,28,16302
3697,17,31,16255
3735,20,30,16215
3778,21,27,16174
3825,22,27,16126
3865,24,28,16083
3905,19,33,16043
3938,18,37,16007
3986,15,38,15961
4031,12,41,15916
4081,12,39,15868
4114,20,32,15834
4151,21,30,15798
4183,24,32,15761
4210,26,32,15732
4250,25,40,15685
4294,27,42,15637
4326,33,42,15599
4362,34,41,15563
4402,22,47,15529
4452,31,45,15472
4489,31,45,15435
4528,34,44,15394
4562,40,44,15354
4607,33,54,15306
4643,31,52,15274
4675,31,53,15241
4697,36,57,15210
4723,36,68,15173
4744,49,64,15143
4773,51,70,15106
4814,57,64,15065
4851,49,70,15030
4891,43,85,14981
4933,49,82,14936
4967,49,86,14898
4999,51,88,14862
5021,57,93,14829
5050,64,99,14787
5066,72,111,14751
5087,66,111,14736
5111,71,113,14705
5122,81,115,14682
5141,80,120,14659
5160,74,125,14641
5177,84,121,14618
5196,88,132,14584
5222,84,139,14555
5237,103,145,14515
5245,104,165,14486
5250,104,177,14469
5259,113,182,14446
5265,122,185,14428
5295,116,189,14400
5298,130,190,14382
5302,138,206,14354
5304,143,222,14331
5317,143,232,14308
5315,136,260,14289
5302,158,270,14270
5296,168,280,14256
5278,177,291,14254
5273,179,297,14251
5247,192,320,14241
5214,218,323,14245
5184,235,326,14255
5150,252,348,14250
5128,256,368,14248
5099,267,389,14245
5077,259,397,14267
5058,260,399,14283
5033,262,430,14275
5014,252,453,14281
4953,290,448,14309
4923,301,472,14304
4881,307,503,14309
4835,321,508,14336
4773,322,523,14382
4725,348,522,14405
4687,334,561,14418
4675,301,582,14442
4605,320,592,14483
4562,340,582,14516
4524,326,596,14554
4463,350,606,14581
4401,359,619,14621
4340,367,654,14639
4281,361,672,14686
4218,376,688,14718
4158,383,699,14760
4105,384,719,14792
4047,393,724,14836
3980,406,745,14869
3911,398,764,14927
3865,400,749,14986
3829,406,744,15021
3768,411,770,15051
3703,425,789,15083
3663,415,803,15119
3620,393,803,15184
3541,402,809,15248
3495,384,823,15298
3456,391,819,15334
3412,395,821,15372
3383,395,828,15394
3362,393,816,15429
3319,378,808,15495
3307,371,789,15533
3281,343,790,15586
3253,344,786,15617
3221,358,782,15639
3207,344,767,15682
3190,359,749,15702
3193,335,745,15727
3187,311,760,15742
3173,285,746,15796
3172,278,722,15828
3165,290,711,15834
3168,283,713,15836
3173,279,696,15852
3171,277,696,15856
3169,295,684,15852
3171,292,669,15868
3181,302,634,15883
3207,270,632,15891
3204,264,633,15899
3205,254,613,15928
3228,248,608,15916
3227,252,585,15936
3252,251,558,15939
3261,244,557,15938
3271,242,564,15923
3302,248,551,15899
3324,267,549,15860
3318,262,549,15871
3325,266,524,15885
3361,242,538,15859
3387,248,530,15835
3398,244,515,15843
3414,235,515,15836
3421,235,502,15842
3434,242,496,15828
3447,232,513,15808
3467,224,506,15803
3481,224,489,15806
3511,235,488,15766
3537,231,483,15749
3571,217,482,15730
3591,222,479,15708
3591,234,486,15689
3637,232,475,15656
3643,251,474,15632
3678,233,482,15607
3686,241,489,15584
3706,252,485,15557
3714,243,483,15560
3717,246,486,15551
3716,233,505,15546
3732,244,516,15508
3742,259,498,15501
3752,272,494,15482
3765,263,497,15475
3762,270,502,15466
3789,270,496,15445
3813,276,496,15415
3819,282,513,15386
3822,289,508,15381
3837,282,520,15361
3831,267,546,15356
3818,286,547,15349
3801,289,547,15363
3798,280,590,15332
3797,290,585,15328
3807,277,586,15330
3795,286,584,15335
3815,299,576,15310
3822,290,585,15303
3809,294,589,15308
3819,299,594,15288
3813,306,584,15297
3823,299,584,15294
3826,291,571,15312
3854,287,571,15288
3856,280,585,15279
3849,300,587,15264
3871,274,602,15253
3876,273,592,15259
3889,277,587,15247
3887,284,590,15239
3868,296,583,15253
3863,324,572,15241
3878,314,592,15216
3857,307,606,15230
3835,326,603,15236
3835,326,605,15234
3843,310,625,15222
3834,318,615,15233
3846,306,637,15211
3836,335,647,15182
3839,334,666,15161
3819,357,647,15177
3819,341,671,15169
3820,341,674,15165
3807,346,676,15171
3800,356,675,15169
3811,360,700,15129
3800,373,703,15124
3778,395,702,15125
3773,382,704,15141
3755,381,729,15135
3747,378,753,15122
3743,374,765,15118
3720,369,770,15141
3702,400,755,15143
3705,383,767,15145
3680,391,777,15152
3684,356,774,15186
3669,373,737,15221
3649,381,746,15224
3638,387,732,15243
3636,381,737,15246
3614,373,743,15270
3600,390,732,15278
3575,382,737,15306
3584,376,746,15294
3594,367,741,15298
3617,348,754,15281
3615,375,751,15259
3615,364,750,15271
3613,358,770,15259
3612,368,779,15241
3589,357,792,15262
3567,368,820,15245
3523,391,818,15268
3521,390,806,15283
3521,384,802,15293
3494,390,803,15313
3495,380,820,15305
3506,350,830,15314
3476,389,800,15335
3468,389,787,15356
3446,419,783,15352
3445,412,790,15353
3442,388,812,15358
3437,388,804,15371
3398,387,807,15408
3409,388,817,15386
3406,389,813,15392
3412,370,821,15397
3399,398,793,15410
3414,377,799,15410
3393,370,821,15416
3377,380,808,15435
3364,382,806,15448
3374,357,783,15486
3371,336,781,15512
3354,346,767,15533
3372,336,733,15559
3353,339,736,15572
3354,330,739,15577
3341,331,747,15581
3354,316,733,15597
3332,326,723,15619
3320,330,712,15638
3329,321,681,15669
3351,310,682,15657
3377,307,680,15636
3403,314,664,15619
3397,314,671,15618
3405,316,664,15615
3403,333,651,15613
3416,320,655,15609
3439,315,664,15582
3425,336,665,15574
3444,328,656,15572
3460,313,667,15560
3485,322,658,15535
3510,319,649,15522
3533,317,660,15490
3528,330,658,15484
3537,321,663,15479
3527,343,664,15466
3537,327,691,15445
3528,336,665,15471
3519,337,667,15477
3536,325,683,15456
3532,336,680,15452
3557,319,705,15419
3544,332,710,15414
3543,339,677,15441
3544,345,677,15434
3538,339,681,15442
3556,318,689,15437
3563,318,691,15428
3541,336,682,15441
3533,355,663,15449
3566,329,677,15428
3602,309,658,15431
3614,321,650,15415
3623,312,651,15414
3631,305,637,15427
3642,298,628,15432
3644,296,637,15423
3650,309,618,15423
3661,291,640,15408
3646,317,630,15407
3651,309,626,15414
3635,328,617,15420
3657,316,642,15385
3670,313,658,15359
3674,305,658,15363
3704,301,669,15326
3716,292,653,15339
3721,297,661,15321
3705,314,657,15324
3721,297,667,15315
3709,307,649,15335
3708,328,630,15334
3706,340,629,15325
3720,339,631,15310
3715,331,640,15314
3709,335,639,15317
3727,326,639,15308
3747,317,651,15285
3748,319,643,15290
3752,310,634,15304
3736,331,632,15301
3716,327,640,15317
3719,332,666,15283
3703,341,677,15279
3687,354,675,15284
3681,364,664,15291
3670,349,671,15310
3696,356,684,15264
3670,359,680,15291
3667,349,681,15303
3657,336,697,15310
3659,336,699,15306
3678,335,687,15300
3708,319,694,15279
3720,316,693,15271
3713,335,691,15261
3711,330,687,15272
3725,322,690,15263
3733,314,662,15291
3734,306,665,15295
3746,298,664,15292
3762,307,671,15260
3775,307,675,15243
3746,337,667,15250
3745,328,684,15243
3735,345,678,15242
3726,353,671,15250
3697,370,673,15260
3696,383,684,15237
3683,382,700,15235
3677,384,692,15247
