SUSCEPTIBLE,EXPOSED,INFECTED,RECOVERED
19963,17,20,0
19946,29,24,1
19925,39,34,2
19893,60,38,9
19862,77,49,12
19808,112,63,17
19748,137,93,22
19662,182,117,39
19557,235,151,57
19429,297,190,84
19264,380,244,112
19042,494,318,146
18798,591,412,199
18445,771,532,252
18022,988,685,305
17519,1202,881,398
16883,1476,1130,511
16046,1925,1366,663
15091,2335,1739,835
13993,2764,2170,1073
12755,3252,2665,1328
11345,3731,3264,1660
9891,4133,3903,2073
8386,4511,4479,2624
6933,4710,5120,3237
5573,4792,5683,3952
4335,4689,6271,4705
3391,4267,6806,5536
2656,3773,7102,6469
2047,3360,7196,7397
1544,2935,7159,8362
1169,2495,7023,9313
900,2043,6824,10233
742,1637,6537,11084
620,1338,6118,11924
520,1110,5647,12723
451,908,5171,13470
418,731,4754,14097
393,581,4338,14688
376,469,3949,15206
375,387,3553,15685
372,320,3211,16097
373,257,2895,16475
387,211,2593,16809
417,175,2327,17081
432,157,2038,17373
482,139,1778,17601
528,131,1554,17787
565,113,1388,17934
607,106,1210,18077
650,98,1060,18192
700,91,934,18275
750,89,825,18336
807,83,734,18376
869,68,652,18411
921,68,575,18436
957,67,513,18463
1027,65,455,18453
1078,65,411,18446
1136,56,389,18419
1191,56,352,18401
1252,51,336,18361
1296,54,308,18342
1361,57,273,18309
1405,51,246,18298
1467,43,223,18267
1505,38,200,18257
1585,39,180,18196
1630,39,168,18163
1689,33,159,18119
1739,30,138,18093
1783,31,130,18056
1825,32,123,18020
1908,26,115,17951
1981,24,98,17897
2046,19,89,17846
2102,19,78,17801
2160,18,70,17752
2215,18,62,17705
2267,12,63,17658
2317,16,51,17616
2384,14,46,17556
2442,17,42,17499
2492,19,35,17454
2559,10,36,17395
2616,13,32,17339
2670,11,30,17289
2726,8,32,17234
2780,9,30,17181
2835,7,23,17135
2892,6,20,17082
2934,6,19,17041
3003,5,18,16974
3051,6,18,16925
3102,8,15,16875
3161,7,14,16818
3196,7,15,16782
3240,7,14,16739
3285,5,16,16694
3333,6,19,16642
3382,8,19,16591
3437,12,19,16532
3485,12,20,16483
3544,14,23,16419
3594,16,22,16368
3642,14,28,16316
3674,15,27,16284
3722,12,28,16238
3758,8,27,16207
3805,9,28,16158
